Time_s,P_solar_STK_W,P_solar_model_W,P_demand_W,P_battery_W,SOC_pct,V_bus_V,P_surplus_W,P_deficit_W,LoadShed,Eclipse_flag,Pointing_mode,Theta_deg,Distance_AU,Beta_deg,Altitude_km,Comm_flag
901920.000002906,1073.486,1158.67733444267,731,-342.486,97.781736681802,32.4450778690883,0,0,0,0,1,60.182,1.41618893098055,-29.8221380389061,837.089820170098,1
901980.000009388,1068.31400213336,1158.64032907215,731,-337.314002133363,97.8798033593194,32.4607685374911,0,0,0,0,1,60.183,1.4161899821565,-29.8210178435047,877.933588329148,1
902040.000005811,1069.77099933213,1158.56793691762,731,-338.77099933213,97.9763890985009,32.4762222557601,0,0,0,0,1,60.185,1.41619109480885,-29.8198577867322,918.88845137618,1
902100.000002235,1067.78,1158.53088388606,731,-336.78,98.0733920310112,32.4917427249618,0,0,0,0,1,60.186,1.41619217463494,-29.8182380475911,959.872819915046,1
902160.000008717,1067.38100039931,1158.45855732885,731,-336.381000399314,98.1698248652126,32.507171978434,0,0,0,0,1,60.188,1.41619324613767,-29.8166307934914,1000.80952720357,1
902220.000005141,1064.59399920037,1158.42156130016,731,-333.593999200367,98.2661434507581,32.5225829521213,0,0,0,0,1,60.189,1.41619429064216,-29.8150640367539,1041.62567717851,1
902280.000001565,1062.206,1158.34903034477,731,-331.206,98.3616640125951,32.5378662420152,0,0,0,0,1,60.191,1.41619548603066,-29.8135139693361,1082.25256945483,1
902340.000008047,1060.08300066586,1158.31126427767,731,-329.083000665858,98.4565008000661,32.5530401280106,0,0,0,0,1,60.1920000010058,1.4161970007744,-29.8119992256022,1122.6255672976,1
902400.00000447,1057.429,1158.23850937016,731,-326.429,98.550729692642,32.5681167508227,0,0,0,0,1,60.194,1.41619833208661,-29.8103358267757,1162.68387204133,1
902460.000000894,1054.775,1158.166334814,731,-323.775,98.6441986445855,32.5830717831337,0,0,0,0,1,60.196,1.41619930785497,-29.8083842900698,1202.37045506964,1
902520.000007376,1051.32600306677,1158.09395105662,731,-320.326003066769,98.7369076560872,32.597905224974,0,0,0,0,1,60.198,1.41620041079454,-29.8065892054633,1241.63182442212,1
902580.0000038,1050.528,1158.05634928759,731,-319.528,98.8286290894982,32.6125806543197,0,0,0,0,1,60.199,1.41620182407776,-29.805175922239,1280.41785310239,1
902640.000000224,1047.609,1157.98347004656,731,-316.609,98.9201220244905,32.6272195239185,0,0,0,0,1,60.201,1.41620322896901,-29.8036947079871,1318.68166925054,1
902700.000006706,1045.08799973346,1157.91065766601,731,-314.087999733456,99.0107791395319,32.6417246623251,0,0,0,0,1,60.203,1.41620459228537,-29.8018769528392,1356.37942727906,1
902760.000003129,1043.628,1157.83784415318,731,-312.628,99.1007143969787,32.6561143035166,0,0,0,0,1,60.205,1.4162059556015,-29.800059197996,1393.47013967462,1
902819.999999553,1041.902,1157.76510229309,731,-310.902,99.1902316013576,32.6704370562172,0,0,0,0,1,60.207,1.41620727440124,-29.7978759979392,1429.9155760025,1
902880.000006035,1042.16499826595,1157.69236174089,731,-311.164998265953,99.2792545867453,32.6846807338792,0,0,0,0,1,60.209,1.41620859170264,-29.7956804955951,1465.68004702658,1
902940.000002459,1039.113,1157.65446563301,731,-308.113,99.3683528784701,32.6989364605552,0,0,0,0,1,60.21,1.41621018339941,-29.7938166005882,1500.7302542472,1
903000.000008941,1036.45900079963,1157.58107337493,731,-305.459000799634,99.4565772678171,32.7130523628507,0,0,0,0,1,60.2120000010058,1.41621189834676,-29.7921016532352,1535.03520328327,1
903060.000005364,1035.92700039931,1157.50771843334,731,-304.927000399314,99.5440417169513,32.7270466747122,0,0,0,0,1,60.214,1.41621358986168,-29.7904101383232,1568.56598567296,1
903120.000001788,1036.72,1157.43443119258,731,-305.72,99.6313538342773,32.7410166134844,0,0,0,0,1,60.216,1.41621523928566,-29.788760714341,1601.29570245679,1
903180.00000827,1034.99399973346,1157.36162250495,731,-303.993999733455,99.7188930173406,32.7550228827745,0,0,0,0,1,60.218,1.41621659526061,-29.7871071090837,1633.19933819597,1
903240.000004694,1033.666,1157.28922320613,731,-302.666,99.8059379813364,32.7689500770138,0,0,0,0,1,60.22,1.41621770004982,-29.7854499252699,1664.25358910412,1
903300.000001118,1033.134,1157.25175305615,731,-302.134,99.8926026888499,32.782816430216,0,0,0,0,1,60.221,1.41621902957694,-29.7836272307407,1694.43682429928,1
903360.0000076,1032.20300013277,1157.17884792441,731,-301.203000132769,99.9791150646697,32.7966584103472,0,0,0,0,1,60.223,1.41622044286041,-29.7817428527926,1723.72893153347,1
903420.000004023,1029.019,1157.10561225375,731,0,100,32.8,298.019,0,0,0,1,60.225,1.41622205773671,-29.7799422632909,1752.11121256811,1
903480.000000447,1031.006,1157.03216114776,731,0,100,32.8,300.006,0,0,0,1,60.227,1.41622380380068,-29.7781961993193,1779.56634084639,1
903540.000006929,1030.60599973245,1156.99404852198,731,0,100,32.8,299.60599973245,0,0,0,1,60.2280000010058,1.41622552549632,-29.7764745036788,1806.07822563169,1
